State,Date,Total_Tested,Total_Confirmed,Total_Recovered,Total_Deceased,Total_Vaccinated1,Total_Vaccinated2,Delta_Tested,Delta_Confirmed,Delta_Recovered,Delta_Deceased,Delta_Vaccinated1,Delta_Vaccinated2,Delta7_Tested,Delta7_Confirmed,Delta7_Recovered,Delta7_Deceased,Delta7_Vaccinated1,Delta7_Vaccinated2
Chhattisgarh,2021-06-28,10279914,993694,974049,13437,7672810,1528567,33054,405,787,6,215626,59604,217527,2523,4837,42,1248353,298264
Chhattisgarh,2021-06-29,10313461,994077,974725,13438,7821424,1574384,33547,383,676,1,148614,45817,212357,2424,4481,36,1303692,327213
Chhattisgarh,2021-06-30,10350237,994480,975077,13439,7926420,1600677,36776,403,352,1,104996,26293,213171,2406,4020,32,1265069,331009
Chhattisgarh,2021-07-01,10383899,994890,975658,13445,8034603,1618315,33662,410,581,6,108183,17638,222559,2499,3996,30,1199360,310546
Chhattisgarh,2021-07-02,10408705,995195,976125,13450,8107149,1630971,24806,305,467,5,72546,12656,221246,2511,3753,27,1084999,275430
Chhattisgarh,2021-07-03,10434778,995489,976706,13453,8193672,1683015,26073,294,581,3,86523,52044,213188,2444,3808,26,881299,264479
Chhattisgarh,2021-07-04,10458257,995718,976917,13456,8240838,1713403,23479,229,211,3,47166,30388,211397,2429,3655,25,783654,244440
Chhattisgarh,2021-07-05,10489814,996037,977360,13457,8299801,1748422,31557,319,443,1,58963,35019,209900,2343,3311,20,626991,219855
Chhattisgarh,2021-07-06,10527438,996359,977893,13462,8323609,1763217,37624,322,533,5,23808,14795,213977,2282,3168,24,502185,188833
Chhattisgarh,2021-07-07,10561227,996689,978208,13464,8335044,1770209,33789,330,315,2,11435,6992,210990,2209,3131,25,408624,169532
Chhattisgarh,2021-07-08,10595175,997035,978654,13467,8386931,1803979,33948,346,446,3,51887,33770,211276,2145,2996,22,352328,185664
Chhattisgarh,2021-07-09,10634379,997426,978961,13472,8449013,1846188,39204,391,307,5,62082,42209,225674,2231,2836,22,341864,215217
Chhattisgarh,2021-07-10,10665860,997785,979448,13475,8498849,1865528,31481,359,487,3,49836,19340,231082,2296,2742,22,305177,182513
Chhattisgarh,2021-07-11,10688339,997973,979711,13478,8510673,1870157,22479,188,263,3,11824,4629,230082,2255,2794,22,269835,156754
Chhattisgarh,2021-07-12,10724395,998270,980275,13478,8525185,1876146,36056,297,564,0,14512,5989,234581,2233,2915,21,225384,127724
Chhattisgarh,2021-07-13,10764226,998565,980933,13482,8674092,1879369,39831,295,658,4,148907,3223,236788,2206,3040,20,350483,116152
Chhattisgarh,2021-07-14,10802957,998817,981303,13486,8715179,1912960,38731,252,370,4,41087,33591,241730,2128,3095,22,380135,142751
Chhattisgarh,2021-07-15,10843793,999150,981645,13489,8739390,1933214,40836,333,342,3,24211,20254,248618,2115,2991,22,352459,129235
Chhattisgarh,2021-07-16,10887355,999462,982003,13492,8746964,1939507,43562,312,358,3,7574,6293,252976,2036,3042,20,297951,93319
Chhattisgarh,2021-07-17,10927993,999688,982357,13494,8858395,2013866,40638,226,354,2,111431,74359,262133,1903,2909,19,359546,148338
Chhattisgarh,2021-07-18,10954876,999853,982638,13496,8904619,2038503,26883,165,281,2,46224,24637,266537,1880,2927,18,393946,168346
Chhattisgarh,2021-07-19,10995135,1000169,983200,13500,9006605,2093764,40259,316,562,4,101986,55261,270740,1899,2925,22,481420,217618
Chhattisgarh,2021-07-20,11027353,1000358,983520,13504,9094569,2136050,32218,189,320,4,87964,42286,263127,1793,2587,22,420477,256681
Chhattisgarh,2021-07-21,11030460,1000546,983656,13506,9126854,2146750,3107,188,136,2,32285,10700,227503,1729,2353,20,411675,233790
Chhattisgarh,2021-07-22,11069812,1000763,984015,13507,9161816,2160208,39352,217,359,1,34962,13458,226019,1613,2370,18,422426,226994
Chhattisgarh,2021-07-23,11100262,1000881,984327,13508,9183532,2169304,30450,118,312,1,21716,9096,212907,1419,2324,16,436568,229797
Chhattisgarh,2021-07-24,11133888,1001037,984737,13511,9211937,2180733,33626,156,410,3,28405,11429,205895,1349,2380,17,353542,166867
Chhattisgarh,2021-07-25,11159728,1001167,984913,13516,9255247,2204614,25840,130,176,5,43310,23881,204852,1314,2275,20,350628,166111
Chhattisgarh,2021-07-26,11197168,1001359,985324,13517,9309149,2225271,37440,192,411,1,53902,20657,202033,1190,2124,17,302544,131507
Chhattisgarh,2021-07-27,11236166,1001487,985578,13519,9338796,2238776,38998,128,254,2,29647,13505,208813,1129,2058,15,244227,102726
Chhattisgarh,2021-07-28,11272374,1001651,985905,13520,9364017,2250601,36208,164,327,1,25221,11825,241914,1105,2249,14,237163,103851
Chhattisgarh,2021-07-29,11312875,1001781,986175,13520,9435658,2284932,40501,130,270,0,71641,34331,243063,1018,2160,13,273842,124724
Chhattisgarh,2021-07-30,11355589,1001906,986418,13523,9502737,2313099,42714,125,243,3,67079,28167,255327,1025,2091,15,319205,143795
Chhattisgarh,2021-07-31,11394233,1002008,986621,13524,9634947,2346318,38644,102,203,1,132210,33219,260345,971,1884,13,423010,165585
Chhattisgarh,2021-08-01,11416645,1002222,986778,13525,9652189,2357947,22412,214,157,1,17242,11629,256917,1055,1865,9,396942,153333
Chhattisgarh,2021-08-02,11452754,1002458,987012,13528,9676922,2377418,36109,236,234,3,24733,19471,255586,1099,1688,11,367773,152147
Chhattisgarh,2021-08-03,11493309,1002600,987189,13530,9700054,2398202,40555,142,177,2,23132,20784,257143,1113,1611,11,361258,159426
Chhattisgarh,2021-08-04,11535855,1002735,987298,13531,9719395,2419105,42546,135,109,1,19341,20903,263481,1084,1393,11,355378,168504
Chhattisgarh,2021-08-05,11580254,1002849,987486,13533,9809273,2490679,44399,114,188,2,89878,71574,267379,1068,1311,13,373615,205747
Chhattisgarh,2021-08-06,11624064,1002958,987642,13536,9900079,2548382,43810,109,156,3,90806,57703,268475,1052,1224,13,397342,235283
Chhattisgarh,2021-08-07,11666597,1003078,987804,13539,9951155,2587136,42533,120,162,3,51076,38754,272364,1070,1183,15,316208,240818
Chhattisgarh,2021-08-08,11692078,1003154,987893,13540,9960587,2597535,25481,76,89,1,9432,10399,275433,932,1115,15,308398,239588
Chhattisgarh,2021-08-09,11720007,1003244,988004,13540,9979765,2611797,27929,90,111,0,19178,14262,267253,786,992,12,302843,234379
Chhattisgarh,2021-08-10,11762041,1003356,988189,13544,10000779,2632861,42034,112,185,4,21014,21064,268732,756,1000,14,300725,234659
Chhattisgarh,2021-08-11,11804804,1003439,988337,13545,10025148,2661650,42763,83,148,1,24369,28789,268949,704,1039,14,305753,242545
Chhattisgarh,2021-08-12,11846750,1003537,988483,13545,10078686,2717125,41946,98,146,0,53538,55475,266496,688,997,12,269413,226446
Chhattisgarh,2021-08-13,11886848,1003614,988646,13545,10127893,2768444,40098,77,163,0,49207,51319,262784,656,1004,9,227814,220062
Chhattisgarh,2021-08-14,11923082,1003697,988790,13546,10155111,2797801,36234,83,144,1,27218,29357,256485,619,986,7,203956,210665
Chhattisgarh,2021-08-15,11940612,1003746,988904,13547,10157409,2801150,17530,49,114,1,2298,3349,248534,592,1011,7,196822,203615
Chhattisgarh,2021-08-16,11974390,1003814,989128,13548,10228239,2854535,33778,68,224,1,70830,53385,254383,570,1124,8,248474,242738
Chhattisgarh,2021-08-17,12013316,1003870,989284,13549,10275076,2895040,38926,56,156,1,46837,40505,251275,514,1095,5,274297,262179
Chhattisgarh,2021-08-18,12051221,1003934,989411,13549,10317815,2924685,37905,64,127,0,42739,29645,246417,495,1074,4,292667,263035
Chhattisgarh,2021-08-19,12085923,1003995,989485,13551,10373446,2968914,34702,61,74,2,55631,44229,239173,458,1002,6,294760,251789
Chhattisgarh,2021-08-20,12109322,1004043,989560,13552,10400399,2993968,23399,48,75,1,26953,25054,222474,429,914,7,272506,225524
Chhattisgarh,2021-08-21,12132609,1004117,989668,13552,10426246,3015086,23287,74,108,0,25847,21118,209527,420,878,6,271135,217285
Chhattisgarh,2021-08-22,12145113,1004144,989728,13553,10426751,3016319,12504,27,60,1,505,1233,204501,398,824,6,269342,215169
Chhattisgarh,2021-08-23,12173869,1004183,989920,13554,10458702,3047371,28756,39,192,1,31951,31052,199479,369,792,6,230463,192836
Chhattisgarh,2021-08-24,12209724,1004230,990022,13555,10477664,3066819,35855,47,102,1,18962,19448,196408,360,738,6,202588,171779
Chhattisgarh,2021-08-25,12244587,1004282,990100,13555,10504132,3088462,34863,52,78,0,26468,21643,193366,348,689,6,186317,163777
Chhattisgarh,2021-08-26,12278095,1004329,990179,13555,10573241,3133789,33508,47,79,0,69109,45327,192172,334,694,4,199795,164875
Chhattisgarh,2021-08-27,12297315,1004360,990260,13555,10614853,3160953,19220,31,81,0,41612,27164,187993,317,700,3,214454,166985
Chhattisgarh,2021-08-28,12319193,1004379,990314,13555,10614853,3160953,21878,19,54,0,0,0,186584,262,646,3,188607,145867
Chhattisgarh,2021-08-29,12336853,1004398,990363,13555,10696986,3220923,17660,19,49,0,82133,59970,191740,254,635,2,270235,204604
Chhattisgarh,2021-08-30,12355422,1004420,990426,13555,10712560,3236095,18569,22,63,0,15574,15172,181553,237,506,1,253858,188724
Chhattisgarh,2021-08-31,12385727,1004451,990484,13555,10750668,3260138,30305,31,58,0,38108,24043,176003,221,462,0,273004,193319
Chhattisgarh,2021-09-01,12411573,1004482,990536,13555,10829109,3312792,25846,31,52,0,78441,52654,166986,200,436,0,324977,224330
Chhattisgarh,2021-09-02,12440199,1004528,990588,13557,10927879,3377265,28626,46,52,2,98770,64473,162104,199,409,2,354638,243476
Chhattisgarh,2021-09-03,12467133,1004565,990628,13556,10952560,3397718,26934,37,40,-1,24681,20453,169818,205,368,1,337707,236765
Chhattisgarh,2021-09-04,12495165,1004611,990674,13556,11036481,3447118,28032,46,46,0,83921,49400,175972,232,360,1,421628,286165
Chhattisgarh,2021-09-05,12514654,1004635,990711,13556,11062785,3469639,19489,24,37,0,26304,22521,177801,237,348,1,365799,248716
Chhattisgarh,2021-09-06,12542122,1004668,990757,13557,11114713,3507887,27468,33,46,1,51928,38248,186700,248,331,2,402153,271792
Chhattisgarh,2021-09-07,12572452,1004724,990803,13557,11162591,3541660,30330,56,46,0,47878,33773,186725,273,319,2,411923,281522
Chhattisgarh,2021-09-08,12602066,1004772,990825,13557,11243572,3595463,29614,48,22,0,80981,53803,190493,290,289,2,414463,282671
Chhattisgarh,2021-09-09,12622957,1004797,990843,13558,11257830,3610581,20891,25,18,1,14258,15118,182758,269,255,1,329951,233316
Chhattisgarh,2021-09-10,12642824,1004820,990871,13558,11281827,3630778,19867,23,28,0,23997,20197,175691,255,243,2,329267,233060
Chhattisgarh,2021-09-11,12667459,1004844,990907,13558,11349866,3675544,24635,24,36,0,68039,44766,172294,233,233,2,313385,228426
Chhattisgarh,2021-09-12,12681768,1004864,990930,13558,11391385,3701753,14309,20,23,0,41519,26209,167114,229,219,2,328600,232114
Chhattisgarh,2021-09-13,12708079,1004902,990968,13558,11478822,3756568,26311,38,38,0,87437,54815,165957,234,211,1,364109,248681
Chhattisgarh,2021-09-14,12734523,1004937,991007,13559,11518730,3789271,26444,35,39,1,39908,32703,162071,213,204,2,356139,247611
Chhattisgarh,2021-09-15,12761860,1004957,991048,13559,11582101,3841871,27337,20,41,0,63371,52600,159794,185,223,2,338529,246408
Chhattisgarh,2021-09-16,12789306,1004988,991077,13559,11708502,3933569,27446,31,29,0,126401,91698,166349,191,234,1,450672,322988
Chhattisgarh,2021-09-17,12811850,1005014,991108,13560,11805405,4012379,22544,26,31,1,96903,78810,169026,194,237,2,523578,381601
Chhattisgarh,2021-09-18,12834931,1005042,991150,13560,11947147,4128435,23081,28,42,0,141742,116056,167472,198,243,2,597281,452891
Chhattisgarh,2021-09-19,12852107,1005056,991191,13561,12038691,4202834,17176,14,41,1,91544,74399,170339,192,261,3,647306,501081
Chhattisgarh,2021-09-20,12875350,1005094,991234,13563,12239771,4388616,23243,38,43,2,201080,185782,167271,192,266,5,760949,632048
Chhattisgarh,2021-09-21,12902733,1005120,991260,13563,12351793,4505912,27383,26,26,0,112022,117296,168210,183,253,4,833063,716641
Chhattisgarh,2021-09-22,12931852,1005146,991283,13563,12478668,4636719,29119,26,23,0,126875,130807,169992,189,235,4,896567,794848
Chhattisgarh,2021-09-23,12959013,1005176,991306,13563,12613660,4770505,27161,30,23,0,134992,133786,169707,188,229,4,905158,836936
Chhattisgarh,2021-09-24,12986831,1005202,991339,13563,12725313,4875275,27818,26,33,0,111653,104770,174981,188,231,3,919908,862896
Chhattisgarh,2021-09-25,13014133,1005229,991371,13564,12832830,4990533,27302,27,32,1,107517,115258,179202,187,221,4,885683,862098
Chhattisgarh,2021-09-26,13030438,1005242,991393,13564,12864022,5035377,16305,13,22,0,31192,44844,178331,186,202,3,825331,832543
Chhattisgarh,2021-09-27,13053717,1005269,991423,13564,12923827,5097851,23279,27,30,0,59805,62474,178367,175,189,1,684056,709235
Chhattisgarh,2021-09-28,13076767,1005295,991448,13564,12974099,5155958,23050,26,25,0,50272,58107,174034,175,188,1,622306,650046
Chhattisgarh,2021-09-29,13099518,1005325,991475,13565,13018404,5204244,22751,30,27,1,44305,48286,167666,179,192,2,539736,567525
Chhattisgarh,2021-09-30,13124901,1005357,991491,13566,13084430,5279100,25383,32,16,1,66026,74856,165888,181,185,3,470770,508595
Chhattisgarh,2021-10-01,13149077,1005379,991536,13566,13131501,5338397,24176,22,45,0,47071,59297,162246,177,197,3,406188,463122
Chhattisgarh,2021-10-02,13165759,1005387,991556,13566,13150946,5370749,16682,8,20,0,19445,32352,151626,158,185,2,318116,380216
Chhattisgarh,2021-10-03,13180433,1005402,991582,13566,13159176,5384594,14674,15,26,0,8230,13845,149995,160,189,2,295154,349217
Chhattisgarh,2021-10-04,13202330,1005412,991612,13568,13274222,5507443,21897,10,30,2,115046,122849,148613,143,189,4,350395,409592
Chhattisgarh,2021-10-05,13224921,1005425,991637,13568,13339960,5585409,22591,13,25,0,65738,77966,148154,130,189,4,365861,429451
Chhattisgarh,2021-10-06,13240189,1005440,991662,13568,13392359,5653194,15268,15,25,0,52399,67785,140671,115,187,3,373955,448950
Chhattisgarh,2021-10-07,13259754,1005464,991681,13568,13454592,5729470,19565,24,19,0,62233,76276,134853,107,190,2,370162,450370
Chhattisgarh,2021-10-08,13280360,1005485,991705,13569,13507356,5796920,20606,21,24,1,52764,67450,131283,106,169,3,375855,458523
Chhattisgarh,2021-10-09,13302877,1005511,991726,13570,13584393,5893264,22517,26,21,1,77037,96344,137118,124,170,4,433447,522515
Chhattisgarh,2021-10-10,13316820,1005530,991755,13570,13614531,5933236,13943,19,29,0,30138,39972,136387,128,173,4,455355,548642
Chhattisgarh,2021-10-11,13336047,1005554,991788,13570,13681384,6018513,19227,24,33,0,66853,85277,133717,142,176,2,407162,511070
Chhattisgarh,2021-10-12,13356803,1005570,991810,13570,13715345,6076172,20756,16,22,0,33961,57659,131882,145,173,2,375385,490763
Chhattisgarh,2021-10-13,13377231,1005598,991821,13570,13745160,6127768,20428,28,11,0,29815,51596,137042,158,159,2,352801,474574
Chhattisgarh,2021-10-14,13392793,1005614,991841,13570,13764641,6164721,15562,16,20,0,19481,36953,133039,150,160,2,310049,435251
Chhattisgarh,2021-10-15,13401638,1005624,991857,13570,13765980,6169033,8845,10,16,0,1339,4312,121278,139,152,1,258624,372113
Chhattisgarh,2021-10-16,13416648,1005638,991887,13570,13797738,6224047,15010,14,30,0,31758,55014,113771,127,161,0,213345,330783
Chhattisgarh,2021-10-17,13428330,1005654,991901,13570,13814495,6256057,11682,16,14,0,16757,32010,111510,124,146,0,199964,322821
Chhattisgarh,2021-10-18,13448038,1005681,991922,13570,13881078,6351057,19708,27,21,0,66583,95000,111991,127,134,0,199694,332544
Chhattisgarh,2021-10-19,13462243,1005701,991943,13570,13903455,6402341,14205,20,21,0,22377,51284,105440,131,133,0,188110,326169
Chhattisgarh,2021-10-20,13484118,1005735,991979,13571,14164471,6487360,21875,34,36,1,261016,85019,106887,137,158,1,419311,359592
Chhattisgarh,2021-10-21,13506346,1005773,991995,13572,14374496,6579342,22228,38,16,1,210025,91982,113553,159,154,2,609855,414621
Chhattisgarh,2021-10-22,13528422,1005799,992013,13572,14415425,6646148,22076,26,18,0,40929,66806,126784,175,156,2,649445,477115
Chhattisgarh,2021-10-23,13549434,1005827,992025,13572,14460737,6716089,21012,28,12,0,45312,69941,132786,189,138,2,662999,492042
Chhattisgarh,2021-10-24,13562059,1005847,992056,13572,14472308,6739013,12625,20,31,0,11571,22924,133729,193,155,2,657813,482956
Chhattisgarh,2021-10-25,13584411,1005872,992066,13572,14550032,6865942,22352,25,10,0,77724,126929,136373,191,144,2,668954,514885
Chhattisgarh,2021-10-26,13608073,1005898,992076,13573,14596591,6947808,23662,26,10,1,46559,81866,145830,197,133,3,693136,545467
Chhattisgarh,2021-10-27,13630678,1005926,992088,13575,14658344,7046415,22605,28,12,2,61753,98607,146560,191,109,4,493873,559055
Chhattisgarh,2021-10-28,13654009,1005957,992097,13575,14723085,7142240,23331,31,9,0,64741,95825,147663,184,102,3,348589,562898
Chhattisgarh,2021-10-29,13676638,1005985,992110,13575,14777967,7226577,22629,28,13,0,54882,84337,148216,186,97,3,362542,580429
Chhattisgarh,2021-10-30,13697641,1006020,992127,13576,14830370,7303880,21003,35,17,1,52403,77303,148207,193,102,4,369633,587791
Chhattisgarh,2021-10-31,13709510,1006052,992159,13577,14851682,7343273,11869,32,32,1,21312,39393,147451,205,103,5,379374,604260
Delhi,2020-03-02,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Delhi,2020-03-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,2020-03-04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,2020-03-05,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
Delhi,2020-03-06,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
Delhi,2020-03-07,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Delhi,2020-03-08,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Delhi,2020-03-09,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
Delhi,2020-03-10,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Delhi,2020-03-11,0,5,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
Delhi,2020-03-12,0,6,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
Delhi,2020-03-13,0,7,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
Delhi,2020-03-14,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Delhi,2020-03-15,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Delhi,2020-03-16,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Delhi,2020-03-17,0,10,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0
Delhi,2020-03-18,0,11,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0
Delhi,2020-03-19,0,14,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0
Delhi,2020-03-20,0,20,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0
Delhi,2020-03-21,0,27,0,0,0,0,0,7,0,0,0,0,0,20,0,0,0,0
Delhi,2020-03-22,0,28,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0
Delhi,2020-03-23,0,30,0,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0
Delhi,2020-03-24,0,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Delhi,2020-03-25,0,35,0,0,0,0,0,5,0,0,0,0,0,24,0,0,0,0
Delhi,2020-03-26,0,39,0,0,0,0,0,4,0,0,0,0,0,25,0,0,0,0
Delhi,2020-03-27,0,40,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0
Delhi,2020-03-28,0,49,0,0,0,0,0,9,0,0,0,0,0,22,0,0,0,0
Delhi,2020-03-29,0,72,6,2,0,0,0,23,6,2,0,0,0,44,6,2,0,0
Delhi,2020-03-30,0,97,6,2,0,0,0,25,0,0,0,0,0,67,6,2,0,0
Delhi,2020-03-31,0,120,6,2,0,0,0,23,0,0,0,0,0,90,6,2,0,0
Delhi,2020-04-01,2621,152,6,2,0,0,2621,32,0,0,0,0,2621,117,6,2,0,0
Delhi,2020-04-02,2621,293,8,4,0,0,0,141,2,2,0,0,2621,254,8,4,0,0
Delhi,2020-04-03,2621,386,8,6,0,0,0,93,0,2,0,0,2621,346,8,6,0,0
Delhi,2020-04-04,2621,445,16,6,0,0,0,59,8,0,0,0,2621,396,16,6,0,0
Delhi,2020-04-05,2621,503,16,7,0,0,0,58,0,1,0,0,2621,431,10,5,0,0
Delhi,2020-04-06,2621,525,16,7,0,0,0,22,0,0,0,0,2621,428,10,5,0,0
Delhi,2020-04-07,9041,576,20,9,0,0,6420,51,4,2,0,0,9041,456,14,7,0,0
Delhi,2020-04-08,9041,669,21,9,0,0,0,93,1,0,0,0,6420,517,15,7,0,0
Delhi,2020-04-09,9968,720,25,12,0,0,927,51,4,3,0,0,7347,427,17,8,0,0
Delhi,2020-04-10,11061,903,27,14,0,0,1093,183,2,2,0,0,8440,517,19,8,0,0
Delhi,2020-04-11,11709,1069,27,19,0,0,648,166,0,5,0,0,9088,624,11,13,0,0
Delhi,2020-04-12,14036,1154,28,24,0,0,2327,85,1,5,0,0,11415,651,12,17,0,0
Delhi,2020-04-13,15032,1510,31,28,0,0,996,356,3,4,0,0,12411,985,15,21,0,0
Delhi,2020-04-14,16282,1561,31,30,0,0,1250,51,0,2,0,0,7241,985,11,21,0,0
Delhi,2020-04-15,16605,1578,41,32,0,0,323,17,10,2,0,0,7564,909,20,23,0,0
Delhi,2020-04-16,18784,1640,52,38,0,0,2179,62,11,6,0,0,8816,920,27,26,0,0
Delhi,2020-04-17,21409,1707,72,42,0,0,2625,67,20,4,0,0,10348,804,45,28,0,0
Delhi,2020-04-18,22283,1893,207,43,0,0,874,186,135,1,0,0,10574,824,180,24,0,0
Delhi,2020-04-19,24387,2003,290,45,0,0,2104,110,83,2,0,0,10351,849,262,21,0,0
Delhi,2020-04-20,25900,2081,431,47,0,0,1513,78,141,2,0,0,10868,571,400,19,0,0
Delhi,2020-04-21,26627,2156,611,47,0,0,727,75,180,0,0,0,10345,595,580,17,0,0
Delhi,2020-04-22,28309,2248,724,48,0,0,1682,92,113,1,0,0,11704,670,683,16,0,0
Delhi,2020-04-23,30560,2376,808,50,0,0,2251,128,84,2,0,0,11776,736,756,12,0,0
Delhi,2020-04-24,33672,2514,857,53,0,0,3112,138,49,3,0,0,12263,807,785,11,0,0
Delhi,2020-04-25,35519,2625,869,54,0,0,1847,111,12,1,0,0,13236,732,662,11,0,0
Delhi,2020-04-26,37613,2918,877,54,0,0,2094,293,8,0,0,0,13226,915,587,9,0,0
Delhi,2020-04-27,39911,3108,877,54,0,0,2298,190,0,0,0,0,14011,1027,446,7,0,0
Delhi,2020-04-28,43370,3314,1078,54,0,0,3459,206,201,0,0,0,16743,1158,467,7,0,0
Delhi,2020-04-29,47225,3439,1092,56,0,0,3855,125,14,2,0,0,18916,1191,368,8,0,0
Delhi,2020-04-30,47225,3515,1094,59,0,0,0,76,2,3,0,0,16665,1139,286,9,0,0
Delhi,2020-05-01,47225,3738,1167,61,0,0,0,223,73,2,0,0,13553,1224,310,8,0,0
Delhi,2020-05-02,58210,4122,1256,64,0,0,10985,384,89,3,0,0,22691,1497,387,10,0,0
Delhi,2020-05-03,60246,4549,1362,64,0,0,2036,427,106,0,0,0,22633,1631,485,10,0,0
Delhi,2020-05-04,64108,4898,1431,64,0,0,3862,349,69,0,0,0,24197,1790,554,10,0,0
Delhi,2020-05-05,67852,5104,1468,64,0,0,3744,206,37,0,0,0,24482,1790,390,10,0,0
Delhi,2020-05-06,71934,5532,1542,65,0,0,4082,428,74,1,0,0,24709,2093,450,9,0,0
Delhi,2020-05-07,77234,5980,1931,66,0,0,5300,448,389,1,0,0,30009,2465,837,7,0,0
Delhi,2020-05-08,81367,6318,2020,68,0,0,4133,338,89,2,0,0,34142,2580,853,7,0,0
Delhi,2020-05-09,84226,6542,2020,68,0,0,2859,224,0,0,0,0,26016,2420,764,4,0,0
Delhi,2020-05-10,93810,6923,2069,73,0,0,9584,381,49,5,0,0,33564,2374,707,9,0,0
Delhi,2020-05-11,97678,7233,2129,73,0,0,3868,310,60,0,0,0,33570,2335,698,9,0,0
Delhi,2020-05-12,106109,7639,2512,86,0,0,8431,406,383,13,0,0,38257,2535,1044,22,0,0
Delhi,2020-05-13,113345,7998,2858,106,0,0,7236,359,346,20,0,0,41411,2466,1316,41,0,0
Delhi,2020-05-14,119736,8470,3045,115,0,0,6391,472,187,9,0,0,42502,2490,1114,49,0,0
Delhi,2020-05-15,125189,8895,3518,123,0,0,5453,425,473,8,0,0,43822,2577,1498,55,0,0
Delhi,2020-05-16,130845,9333,3926,129,0,0,5656,438,408,6,0,0,46619,2791,1906,61,0,0
Delhi,2020-05-17,135791,9755,4202,148,0,0,4946,422,276,19,0,0,41981,2832,2133,75,0,0
Delhi,2020-05-18,139727,10054,4485,160,0,0,3936,299,283,12,0,0,42049,2821,2356,87,0,0
Delhi,2020-05-19,145854,10554,4750,166,0,0,6127,500,265,6,0,0,39745,2915,2238,80,0,0
Delhi,2020-05-20,150282,11088,5192,176,0,0,4428,534,442,10,0,0,36937,3090,2334,70,0,0
Delhi,2020-05-21,154385,11659,5567,194,0,0,4103,571,375,18,0,0,34649,3189,2522,79,0,0
Delhi,2020-05-22,160255,12319,5897,208,0,0,5870,660,330,14,0,0,35066,3424,2379,85,0,0
Delhi,2020-05-23,165047,12910,6267,231,0,0,4792,591,370,23,0,0,34202,3577,2341,102,0,0
Delhi,2020-05-24,169873,13418,6540,261,0,0,4826,508,273,30,0,0,34082,3663,2338,113,0,0
Delhi,2020-05-25,174469,14053,6771,276,0,0,4596,635,231,15,0,0,34742,3999,2286,116,0,0
Delhi,2020-05-26,178579,14465,6954,288,0,0,4110,412,183,12,0,0,32725,3911,2204,122,0,0
Delhi,2020-05-27,184362,15257,7264,303,0,0,5783,792,310,15,0,0,34080,4169,2072,127,0,0
Delhi,2020-05-28,191977,16281,7495,316,0,0,7615,1024,231,13,0,0,37592,4622,1928,122,0,0
Delhi,2020-05-29,199626,17386,7846,398,0,0,7649,1105,351,82,0,0,39371,5067,1949,190,0,0
Delhi,2020-05-30,206739,18549,8075,416,0,0,7113,1163,229,18,0,0,41692,5639,1808,185,0,0
Delhi,2020-05-31,212784,19844,8478,473,0,0,6045,1295,403,57,0,0,42911,6426,1938,212,0,0
Delhi,2020-06-01,217537,20834,8746,523,0,0,4753,990,268,50,0,0,43068,6781,1975,247,0,0
Delhi,2020-06-02,223607,22132,9243,556,0,0,6070,1298,497,33,0,0,45028,7667,2289,268,0,0
Delhi,2020-06-03,230145,23645,9542,615,0,0,6538,1513,299,59,0,0,45783,8388,2278,312,0,0
Delhi,2020-06-04,236506,25004,9898,659,0,0,6361,1359,356,44,0,0,44529,8723,2403,343,0,0
Delhi,2020-06-05,241693,26334,10315,708,0,0,5187,1330,417,49,0,0,42067,8948,2469,310,0,0
Delhi,2020-06-06,246873,27654,10664,761,0,0,5180,1320,349,53,0,0,40134,9105,2589,345,0,0
Delhi,2020-06-07,251915,28936,10999,812,0,0,5042,1282,335,51,0,0,39131,9092,2521,339,0,0
Delhi,2020-06-08,255615,29943,11357,874,0,0,3700,1007,358,62,0,0,38078,9109,2611,351,0,0
